/turf/closed/mineral/random/low_chance => 255ms (55300) (avg:0.0046112113632261753)
/turf/closed/indestructible/rock => 160ms (35159) (avg:0.0045507550239562988)
/turf/open/space/basic => 99ms (39781) (avg:0.0024886252358555794)
/turf/closed/mineral/random/high_chance => 35ms (6409) (avg:0.0054610702209174633)
/turf/closed/mineral/iron => 22ms (4922) (avg:0.0044697276316583157)
/turf/closed/indestructible/riveted => 14ms (3457) (avg:0.0040497542358934879)
/turf/closed/wall/r_wall/rust => 14ms (2495) (avg:0.0056112222373485565)
/turf/closed/wall/rust => 12ms (2363) (avg:0.0050782901234924793)
/turf/closed/mineral/plasma => 8ms (1552) (avg:0.0051546390168368816)
/obj/structure/table => 7ms (655) (avg:0.010687022469937801)
/turf/closed/wall/r_wall/f13vault => 6ms (1361) (avg:0.0044085229746997356)
/turf/closed/mineral/gold => 5ms (658) (avg:0.0075987842865288258)
/turf/closed/mineral/titanium => 5ms (633) (avg:0.0078988941386342049)
/obj/structure/window/reinforced/fulltile => 5ms (497) (avg:0.01006036251783371)
/obj/machinery/light => 4ms (2087) (avg:0.0019166267011314631)
/turf/open/space/transit => 4ms (1621) (avg:0.0024676125030964613)
/obj/structure/table/reinforced => 4ms (739) (avg:0.0054127196781337261)
/turf/closed/mineral/uranium => 4ms (492) (avg:0.0081300809979438782)
/turf/closed/indestructible/riveted/boss => 4ms (316) (avg:0.012658228166401386)
/obj/structure/barricade/sandbags => 3ms (442) (avg:0.0067873303778469563)
/obj/structure/table/wood/settler => 3ms (222) (avg:0.013513513840734959)
/obj/machinery/light/small => 2ms (919) (avg:0.0021762785036116838)
/turf/closed/mineral/silver => 2ms (805) (avg:0.0024844720028340816)
/obj/structure/table/wood => 2ms (714) (avg:0.0028011205140501261)
/turf/open/floor/plasteel => 2ms (371) (avg:0.0053908354602754116)
/turf/closed/indestructible/rock/snow => 2ms (276) (avg:0.0072463769465684891)
/obj/structure/closet/crate/bin => 2ms (146) (avg:0.013698630034923553)
/obj/machinery/computer/terminal => 2ms (121) (avg:0.01652892492711544)
/turf/closed/wall/mineral/plastitanium => 2ms (118) (avg:0.016949152573943138)
/obj/machinery/hydroponics/constructable => 2ms (55) (avg:0.036363635212182999)
/obj/machinery/door/airlock/command => 2ms (39) (avg:0.05128205195069313)
/obj/machinery/computer/auxillary_base => 2ms (6) (avg:0.3333333432674408)
/turf/closed/mineral/diamond => 1ms (273) (avg:0.0036630036775022745)
/turf/open/floor/plasteel/dark => 1ms (240) (avg:0.0041666668839752674)
/turf/closed/wall/r_wall => 1ms (225) (avg:0.004444444552063942)
/obj/machinery/door/airlock/hatch => 1ms (218) (avg:0.0045871557667851448)
/obj/machinery/light/floor => 1ms (202) (avg:0.004950494971126318)
/turf/closed/wall/mineral/titanium => 1ms (164) (avg:0.0060975607484579086)
/obj/item/paper_bin => 1ms (99) (avg:0.010101010091602802)
/obj/machinery/door/airlock/centcom => 1ms (73) (avg:0.013698630034923553)
/turf/open/floor/carpet => 1ms (67) (avg:0.014925372786819935)
/obj/item/screwdriver => 1ms (52) (avg:0.019230769947171211)
/obj/structure/closet/fridge => 1ms (47) (avg:0.021276595070958138)
/obj/machinery/computer/security => 1ms (36) (avg:0.02777777798473835)
/obj/structure/table/wood/fancy => 1ms (34) (avg:0.029411764815449715)
/obj/structure/table/abductor => 1ms (31) (avg:0.032258063554763794)
/obj/structure/window/shuttle => 1ms (19) (avg:0.052631579339504242)
/obj/item/reagent_containers/blood/AMinus => 1ms (16) (avg:0.0625)
/obj/machinery/door/airlock/security/glass => 1ms (16) (avg:0.0625)
/obj/item/defibrillator/loaded => 1ms (13) (avg:0.076923079788684845)
/obj/item/storage/box/syringes => 1ms (12) (avg:0.083333335816860199)
/turf/open/floor/circuit/red => 1ms (9) (avg:0.1111111119389534)
/mob/living/carbon/human => 1ms (9) (avg:0.1111111119389534)
/obj/screen/parallax_layer/layer_2 => 1ms (8) (avg:0.125)
/obj/machinery/computer/upload/ai => 1ms (8) (avg:0.125)
/obj/item/dildo => 1ms (7) (avg:0.1428571492433548)
/obj/item/reagent_containers/glass/bottle/epinephrine => 1ms (6) (avg:0.1666666716337204)
/obj/item/storage/crayons => 1ms (5) (avg:0.20000000298023224)
/turf/closed/wall/f13 => 1ms (5) (avg:0.20000000298023224)
/obj/item/gun/energy/laser/wattz/magneto => 1ms (4) (avg:0.25)
/obj/item/gun/energy/pulse/carbine/loyalpin => 1ms (4) (avg:0.25)
/obj/machinery/door/airlock/engineering/glass => 1ms (4) (avg:0.25)
/obj/item/storage/belt/utility/full/engi => 1ms (2) (avg:0.5)
/obj/item/lighter/greyscale => 1ms (1) (avg:1)
/turf/open/floor/carpet/black => 0ms (358) (avg:0)
/obj/structure/closet => 0ms (229) (avg:0)
/turf/closed/mineral/bscrystal => 0ms (182) (avg:0)
/turf/closed/indestructible => 0ms (168) (avg:0)
/turf/closed/wall/r_wall/f13superstore => 0ms (150) (avg:0)
/turf/closed/indestructible/riveted/uranium => 0ms (131) (avg:0)
/obj/structure/closet/cabinet => 0ms (121) (avg:0)
/turf/closed/indestructible/fakeglass => 0ms (110) (avg:0)
/obj/machinery/door/airlock => 0ms (94) (avg:0)
/turf/closed/wall => 0ms (88) (avg:0)
/obj/machinery/firealarm => 0ms (87) (avg:0)
/turf/open/floor/holofloor/carpet => 0ms (87) (avg:0)
/turf/closed/mineral/random => 0ms (80) (avg:0)
/turf/open/floor/plasteel/f13 => 0ms (63) (avg:0)
/obj/structure/table/glass => 0ms (62) (avg:0)
/turf/closed/wall/mineral/iron => 0ms (62) (avg:0)
/turf/open/space => 0ms (61) (avg:0)
/obj/item/reagent_containers/glass/beaker/large => 0ms (54) (avg:0)
/obj/item/reagent_containers/blood/radaway => 0ms (54) (avg:0)
/obj/item/wirecutters => 0ms (51) (avg:0)
/obj/item/weldingtool => 0ms (44) (avg:0)
/turf/open/floor/plating/airless => 0ms (42) (avg:0)
/obj/item/reagent_containers/blood/random => 0ms (42) (avg:0)
/turf/closed/mineral/ash_rock => 0ms (42) (avg:0)
/obj/structure/table/wood/bar => 0ms (41) (avg:0)
/turf/open/floor/plasteel/darkred/side => 0ms (40) (avg:0)
/obj/structure/lattice/catwalk => 0ms (33) (avg:0)
/obj/machinery/computer/secure_data => 0ms (32) (avg:0)
/obj/structure/table/wood/poker => 0ms (31) (avg:0)
/obj/item/reagent_containers/glass/beaker => 0ms (30) (avg:0)
/obj/item/storage/box/drinkingglasses => 0ms (29) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/floor => 0ms (28) (avg:0)
/obj/item/gun/energy/laser => 0ms (27) (avg:0)
/obj/item/lighter => 0ms (27) (avg:0)
/obj/structure/window/paperframe => 0ms (27) (avg:0)
/obj/machinery/computer/card/centcom => 0ms (25) (avg:0)
/obj/machinery/light/small/built => 0ms (25) (avg:0)
/obj/item/reagent_containers/syringe/charcoal => 0ms (24) (avg:0)
/obj/item/reagent_containers/syringe/medx => 0ms (24) (avg:0)
/obj/machinery/power/solar_control => 0ms (24) (avg:0)
/obj/item/storage/box/handcuffs => 0ms (22) (avg:0)
/obj/machinery/light/fo13colored/Red => 0ms (22) (avg:0)
/obj/machinery/door/airlock/medical => 0ms (22) (avg:0)
/obj/item/clipboard => 0ms (19) (avg:0)
/obj/machinery/computer/operating => 0ms (19) (avg:0)
/obj/item/pda => 0ms (19) (avg:0)
/obj/item/gun/ballistic/automatic/pistol/n99 => 0ms (19) (avg:0)
/turf/open/floor/plating => 0ms (18) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/misc/vaultrust => 0ms (18) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/floor/floorsolid => 0ms (18) (avg:0)
/obj/machinery/door/airlock/maintenance/abandoned => 0ms (18) (avg:0)
/obj/machinery/door/airlock/security => 0ms (18) (avg:0)
/obj/structure/window/plastitanium => 0ms (18) (avg:0)
/obj/structure/closet/secure_closet/personal => 0ms (17) (avg:0)
/obj/item/storage/toolbox/mechanical => 0ms (17) (avg:0)
/turf/open/floor/plasteel/darkblue/side => 0ms (17) (avg:0)
/obj/item/reagent_containers/blood/OMinus => 0ms (17) (avg:0)
/obj/machinery/power/solar => 0ms (17) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/yellow/yellowchess/yellowchess2 => 0ms (17) (avg:0)
/obj/machinery/power/smes/engineering => 0ms (17) (avg:0)
/mob/living/simple_animal/hostile/handy => 0ms (16) (avg:0)
/mob/living/simple_animal/hostile/handy/gutsy => 0ms (16) (avg:0)
/turf/open/floor/plasteel/darkred/corner => 0ms (16) (avg:0)
/obj/item/reagent_containers/blood/BMinus => 0ms (16) (avg:0)
/obj/item/reagent_containers/blood/BPlus => 0ms (16) (avg:0)
/obj/item/reagent_containers/blood/OPlus => 0ms (16) (avg:0)
/obj/item/reagent_containers/blood/lizard => 0ms (16) (avg:0)
/obj/machinery/door/airlock/external => 0ms (16) (avg:0)
/obj/machinery/door/airlock/wood => 0ms (16) (avg:0)
/obj/machinery/door/airlock/command/glass => 0ms (16) (avg:0)
/obj/machinery/computer/cargo => 0ms (15) (avg:0)
/obj/machinery/power/apc => 0ms (14) (avg:0)
/obj/item/gun/energy/laser/aer9 => 0ms (14) (avg:0)
/obj/machinery/computer/security/wooden_tv => 0ms (14) (avg:0)
/obj/machinery/door/airlock/silver => 0ms (14) (avg:0)
/obj/item/storage/belt/security/full => 0ms (13) (avg:0)
/turf/open/floor/circuit/green/off => 0ms (13) (avg:0)
